Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
6307,Nhn50EWNOr,Carmen Conley,David,Stevenson,Floyd LLC,(877)560-0868,999.223.9964x60257,brandi80@mcintyre.com,joycetroy@howe-blankenship.com,http://yoder.com/,Content Marketing,New Lead,Speak green best reality meeting against industry.
6308,WUxOhij6kU,Charles Krause,Molly,M.,Pennington Ltd,001-492-753-7329x12888,+1-728-480-6596,prestonkaitlyn@randall.com,carneyjanet@perez.com,https://www.gay.com/,Other,Contacted,She cultural their.
6309,wOjq58AC3l,Karina Thomas,Ernest,Rice,Reid-Hawkins,(309)505-7738x33517,+1-845-609-6120,bwinters@mills.com,travisrichardson@terry-daugherty.com,https://archer.org/,Other,Closed Won,Travel lawyer cold thing soon.
6310,G3bXIEyYmf,James Ray,Victoria,Braun,Sutton Group,621.213.7673x53564,001-676-541-0301x7548,fernando05@kidd-donovan.com,ellistanya@foley.com,http://fuller.com/,Other,Closed Won,Toward side along price range cell.
6311,JSoYfKOs9F,Jaime Sullivan,Hannah,Douglas,Whitney-Blair,(399)701-3348x208,681-421-7828x6192,patrick17@andersen.com,jared24@cameron.com,http://arnold.biz/,Cold Call,Closed Lost,Protect day inside unit throw.
6312,11LZueqHam,Hannah Marks,Michelle,Burch,Caldwell PLC,(923)862-4010,318-798-4492,wlin@green.com,ngraves@lawson.com,https://www.watson-harding.info/,LinkedIn Outreach,Disqualified,Most small suffer attack level others.
6313,KtZvX4NROU,Russell Foley,Erica,H.,Calhoun-Terry,843.715.6424,6674658681,rmiranda@pollard-bishop.com,annawall+cindy24@glass-barker.org,https://moody-sandoval.com/,Content Marketing,Qualified,Site south north level suggest.
6314,UXb1IlrsMp,Caitlyn Gibson,Shelby,Castillo,Church-Reeves,+1-763-773-4438x25601,+1-610-474-2436x5448,ybailey@thompson.biz,barry65+fowlerstacey@howard-mclean.biz,https://www.clarke.com/,Direct Traffic,Closed Lost,Kid treatment western allow guess.
6315,RDJjhmZPye,Joel Randall,Sherri,Merritt,Pittman LLC,+1-648-384-6043x42726,4235037203,dean66@shea.com,sherri42@foley.biz,https://moses.com/,Other,Proposal Sent,Next fast wish people fall ball.
6316,mHzw6f6Oyf,Zoe Cooley,Bruce,Cameron,Mendez Inc,612.559.7741,826.348.7266x936,weisschris@hogan.info,kenneth08@williamson-hardin.com,https://www.franklin.com/,Content Marketing,New Lead,Let begin name establish worker.
6317,vWxVt5xUJ5,Ricky Brooks,Marc,Jarvis,Owen-Watkins,001-976-766-5006,+1-610-236-2076,vangshelia@irwin.biz,don49@terry.net,https://www.huang-kennedy.com/,Other,On Hold,Long year serve task us by production.
6318,xAxI3l14Wm,Ryan Spence,Jeremiah,Berg,Washington-Li,+1-592-430-7362,513.452.5204x8993,pottercorey@grimes.com,costakerry@le.com,https://www.clarke.org/,Trade Show,Re-engagement,Tend peace research issue act from month prepare.
6319,HdAbE6DLUC,Chelsea Ellis,Mario,Z.,"Donovan, Rivers and Davies",742.579.2473,+1-654-289-6546,holly88+crusso@kaufman.com,morrisongabrielle@carr.biz,https://oneal-tanner.com/,Social Media,Re-engagement,Machine never bad seem reduce experience.
6320,KS0t29ZdCv,Ariel Shaffer,Jill,Leon,"Schwartz, Glover and Love",205-486-1605,001-823-588-1697x92827,larroyo@hartman.net,rodney17@peck.net,http://www.leonard-norris.info/,Social Media,Negotiation,While there couple federal culture first fly matter.
6321,xHG6dGw50t,Toni Davies,Casey,Fowler,Carey-Montoya,001-719-917-5724,+1-607-696-7970x407,eharvey@ayala.org,vanessayates@whitney.com,http://www.solomon.com/,Podcast,Closed Lost,Work entire politics door half accept either.
6322,VXWFq5GhFm,Stacie Manning,Dylan,Summers,"Richardson, Morgan and Craig",001-525-766-9743x6508,(545)230-0561,wmcintyre@beltran.com,bradleykristopher+carsonsydney@lowe.info,https://deleon.com/,Cold Call,Disqualified,Perhaps tree trial.
6323,q1mysV1FKW,Larry Nash,Adrian,L.,Manning Inc,001-351-701-8840,8839589119,christy92@rogers.com,williamfrancis@hamilton-lane.com,http://ryan.com/,Website Form,New Lead,Able money article all.
6324,nQtKQDQlxQ,Tammie Holloway,Adrian,Gutierrez,Morse and Sons,376-296-5801,001-836-364-6986x1641,fletcherdrew@welch-wolfe.com,lauren12@ball-carter.net,http://sims.biz/,Purchased List,New Lead,Relate people serious world close.
6325,ZMpIBhGs9s,Frederick Bell,Victoria,Yoder,Keller LLC,+1-803-487-1924,(486)205-6289x038,fkennedy@jacobs.com,bvalentine+shepherdcody@skinner.org,https://www.mccormick.com/,Content Marketing,Re-engagement,Follow social base report summer somebody positive.
6326,X0MPSzZO1Q,Alexandria Hill,Madison,Combs,English-Benton,001-607-843-2097x25301,001-839-926-8548,jamescole@knight.com,sara14+normansullivan@smith.com,https://daniel-thompson.biz/,Retargeting Ads,Qualified,Traditional no poor now purpose how.
6327,BfRV5ZkXzD,Christie Lane,Allen,Cooke,"Alvarado, Nunez and Flynn",+1-287-934-7765x53605,405.769.8706x66664,umueller@walton-rowe.net,mackenzie33@chaney-savage.com,https://levine-cochran.com/,Cold Call,Closed Won,Enter both enjoy fund.
6328,fmdWBBKQNw,Beverly Ball,Justin,F.,Mejia-Cunningham,001-867-885-5765x8171,(588)446-5480,emcguire+jerry28@nguyen.com,parkstroy@brooks-flowers.com,https://www.monroe.biz/,Retargeting Ads,Negotiation,Determine much memory step mission three once.
6329,mGlvrMUMlg,Gabriela Clark,Alexis,Chaney,Barber LLC,309-455-4365,279.210.0311,prosario@hays-braun.com,beth06@pennington.net,https://www.bentley.com/,Website Form,Disqualified,Beat fund interview free answer meeting research.
6330,P9TANKuYQA,Howard Boone,Sandra,W.,"Molina, Hughes and Saunders",594-412-6054x27361,001-370-706-6194x18141,vfuller@hutchinson-hunter.info,benjaminpaige@espinoza-daugherty.biz,https://mccann.com/,Direct Traffic,Disqualified,Important no probably forward doctor garden upon feeling.
6331,cLq4XAB8nA,Debbie Rodgers,Bob,V.,Watts and Sons,910-500-6448x039,553-993-4343,alyssaphelps@haley.org,kentpearson@esparza.biz,https://www.holt.com/,Other,Negotiation,Issue option much life.
6332,B1nsw5tlaY,Xavier Mahoney,James,Hampton,Rios Inc,399-997-7158x3870,9098670493,cristinacurtis@hubbard.net,vernon24@savage.biz,https://bishop.net/,Organic Search (SEO),New Lead,Along TV level fish if new.
6333,3DUIrLAJ4c,Nicole Mills,Christopher,Padilla,"Schwartz, Pennington and Brewer",(509)807-8765x019,(850)416-1858,phoffman@gonzalez.com,allengiles@morrison.com,http://www.kelley-green.com/,Cold Email,Disqualified,Health it bed hard star shake.
6334,qk6PNTP5yK,Selena Horton,Cassie,Best,"Williams, Cochran and Solis",471.750.1736,(395)274-6454,audreyunderwood@holmes.net,hickspamela@escobar-mcpherson.org,http://www.watson.org/,Chatbot,Qualified,Soon high stop financial country court.
6335,sKWclC92Hj,Tracie Lozano,Stanley,Wagner,Barron-Thornton,(231)912-5385x4170,456-312-6811x8433,nmorris@keith-davidson.com,blankenshipashley@jarvis.org,http://www.cervantes.com/,Social Media,Closed Lost,Move make our general on law look.
6336,z8Q4YOsFqS,Leroy Savage,Kerri,Bryant,Washington Inc,+1-605-755-4855x580,001-750-792-0165x374,schapman@dickson-todd.com,wendymartin@shah-dunlap.com,https://dawson.com/,Cold Email,Proposal Sent,Plant exist put paper radio.
6337,TOqcjy1e8Q,Makayla Cortez,Hailey,C.,Dawson and Sons,(817)993-8566x894,(575)464-8920,edwardsbrandi@harrison-galloway.com,reginald98+traciwalter@larson-friedman.org,https://www.wilkins.com/,Website Form,Negotiation,Seem but want arrive table number.
6338,K1Ets4Y442,Jordan Lucas,Lance,W.,Tucker Inc,252-547-7964x090,001-264-649-2083x78384,pacetheodore@hoover-powers.com,gerald30@keith-murray.com,http://marsh.com/,Google Ads,New Lead,Because everybody focus mission likely.
6339,xp9EkUTKKv,Adrian Hendricks,Lorraine,Freeman,"Schroeder, Mcintyre and Escobar",677-260-0178x73965,001-206-236-0522x70275,laurabaldwin@charles.info,fhendrix@walters.biz,https://farrell.org/,Direct Traffic,On Hold,Camera customer probably nor appear.
6340,gQljuggfXa,Troy Savage,Sean,Arias,Sanders LLC,+1-629-208-3599x298,001-255-348-2608x995,emilycross@valentine.com,robin63@floyd.com,https://hebert.org/,Organic Search (SEO),Negotiation,West camera key industry director.
6341,UdI0aYRgob,Tracy Oliver,Jane,Cardenas,Pena Inc,(864)887-9142x884,560.486.5201x0367,singletonkellie@duffy.info,galvanjohnathan@riley.com,https://knapp-rasmussen.org/,Other,Closed Won,Almost security charge year drug customer last.
6342,S5ExYo5UAi,Elijah Blevins,Shaun,Velez,Guerrero-Clements,(631)901-8361x601,767-343-8168x329,samanthawilliams@salinas.info,epalmer@larsen-bond.com,http://www.avery.com/,Referral,Closed Lost,Million economic recent across security.
6343,lbylYkrlnO,Faith Marsh,Morgan,Rosario,"Stein, Roberts and Edwards",+1-222-502-6603x19750,265-757-6245x51750,mariahhall@murillo.org,jakejennings@hutchinson.com,http://holder.com/,Cold Call,On Hold,Lawyer first interview bar ok official.
6344,z3chtJszXB,Angela Hubbard,Jo,Dixon,Valdez-Doyle,325.699.5350,866-376-7540,guydudley@morales-whitaker.com,cynthiaduarte@osborn.com,http://ewing.org/,Cold Email,New Lead,Leg just Congress else get own suddenly.
6345,2CUHbfeBno,Rachel Sawyer,Jennifer,Madden,Hawkins-Decker,728.985.0894,8624556689,lbriggs@bailey-koch.com,qmoss@evans-patterson.org,https://pena.com/,Facebook Ads,Qualified,Born matter because customer field rate.
6346,SgTN6XE8eh,Karl Riggs,Alejandra,Deleon,Montes-Mcfarland,001-808-607-2189,+1-700-736-4105x657,dorismcknight@hardin-middleton.com,alexis00@ferrell.com,http://www.zhang.com/,Purchased List,Qualified,Gas drug shoulder especially.
6347,6WHJGZPwIB,Claire Rangel,Kelly,Salazar,Schneider Inc,+1-675-237-5938x4358,(425)334-6417,lori44+andreamatthews@hardy.net,christian23@carter-coleman.biz,https://www.richards.com/,Google Ads,Contacted,So student hear production culture well.
6348,yOpEpUeqVG,Omar Thomas,Nichole,Morris,Farrell Ltd,+1-274-915-7108x425,001-937-650-4295x5212,pberry@mendoza.info,fletcherlarry+guychung@moon.com,https://www.stevenson.biz/,Cold Call,Qualified,Boy peace including outside two record ago.
6349,VnDCheIaNt,Candace Mullins,Judy,Roberts,Acosta-Randolph,834.316.3697,431.450.3458x7689,serranokarla@holloway.org,ksantana@galvan-leach.info,https://www.freeman.com/,Webinars,Closed Won,Left institution institution campaign.
6350,QQYh595MDQ,Neil Sloan,Bradley,M.,Good PLC,(320)948-3966,562.243.2986,durhamalyssa@lozano.com,ninamcmillan@daugherty-morales.com,https://www.cobb.com/,Facebook Ads,Disqualified,Provide step finally operation person building table really.
6351,U7rkO4bmzb,Penny Wilson,Cassandra,Mccann,Harrell and Sons,001-337-902-8586x04947,001-602-391-4180,ctran@shannon.com,casey02@rhodes.com,https://estes.biz/,Other,Re-engagement,Poor quality draw statement pull always.
6352,7R3CtjhOaI,Marcus James,Don,Nixon,Little-Porter,(761)347-9686,+1-353-812-7376x05870,pdunlap@kane-zavala.com,wadehenry@wilkins.net,http://www.harvey-fox.com/,Purchased List,Closed Lost,Listen result rise away off could.
6353,MhPvpG5gED,Melanie Decker,James,Bentley,"Lawson, Fox and Delgado",456-311-5768x0325,423.743.2055x8775,sberg@leon.biz,bondgary@davenport.com,http://www.barber.com/,Partner Program,Qualified,Current relationship popular writer wait north.
6354,i5oFbhDLRZ,Earl Coffey,Bailey,Mccarty,Watson PLC,610-718-6149x63948,340.381.8271,randynovak@elliott.com,tristanrichards+uwood@fernandez.com,https://melton.info/,Other,New Lead,Building represent nearly force bag cover.
6355,PJpZullN2e,Jeremy Randolph,Christie,Simmons,"Flowers, Yu and Pena",+1-475-473-8258x86242,(537)267-8681,phillipscharlene@harvey.com,lancekim@velasquez-mason.org,https://gibson.com/,Cold Email,Closed Lost,Into build economic question Mrs.
6356,GPyEk5pAdU,Ruth Vincent,Alison,Salinas,Holder-Buck,553-321-8392x358,+1-587-460-9306x90567,escobargene@santos.org,brobinson@mcfarland.com,http://www.blackwell-arroyo.com/,Chatbot,Contacted,Development within field.
6357,4tULO8UIxx,Eric Sloan,Derrick,Parks,"Blackburn, George and Aguilar",+1-872-549-1435x347,(454)675-6599,dvang@vazquez.org,dchase@parker-mckenzie.com,http://travis.com/,Social Media,Closed Lost,Mean result fine half.
6358,60rH3OhS0E,Cheryl Lee,Albert,Sheppard,Marks-Benton,(761)827-5718x223,(605)829-9688,estradabarry@gibbs.info,hayden11@abbott.org,https://wade.com/,Website Form,Contacted,Prevent certain unit simply population commercial do.
6359,igTdCebCLu,Steve Richards,Morgan,Curry,Carson Inc,609.744.3812,+1-212-323-2058x329,qmack@price-larsen.com,julie90@cisneros.info,http://www.castro-davidson.com/,Chatbot,Negotiation,Purpose another camera near.
6360,zXebAxV4YO,Taylor Hamilton,Krystal,Reese,York-Robbins,296.872.4455,359.430.8425x16991,crystalcameron@patterson-tate.com,moorehailey@fry-fuentes.info,http://www.dodson.info/,Direct Traffic,Closed Won,Notice American certainly through candidate interest despite nation.
6361,BOJkGsL5VC,Ashlee Wise,Leroy,R.,"Blanchard, Fisher and Sanders",733-439-5730x34929,651-358-3484x591,faithjordan@stafford.com,carrieperry@schaefer.com,https://chan.net/,Direct Traffic,Disqualified,Religious smile when his.
6362,GK9lGZgvBf,Jeffery Carpenter,Isabella,Joyce,Lamb Inc,355.876.1037x729,401-510-0067x315,mackenzie05@charles-brennan.com,hayley99@archer-lindsey.org,http://www.blevins.biz/,Organic Search (SEO),Proposal Sent,Best day enter provide any decide.
6363,5SRBCH55GL,Joe Kent,Chase,Q.,Kirby and Sons,(764)693-9966,001-273-498-2290,marquezspencer@lyons.com,cpeterson@salas.com,http://www.gomez-gould.biz/,Webinars,Disqualified,Firm wonder get.
6364,LQdsxhMTiF,Tracy Lamb,Krista,Simmons,Cowan-Kent,712.205.0981x4183,787-290-1412x586,normabenjamin@singh.com,sherisanford@rich-herman.com,http://www.davis.info/,Google Ads,Qualified,Source guess not letter call fund.
6365,VBoJkexa3u,Kaitlin Stephens,Yvette,Roy,Clarke Group,(530)672-8179,6214877289,asantiago@tucker.com,princecassie@pena-morton.info,https://petty.org/,LinkedIn Outreach,Re-engagement,Reduce world learn represent.
6366,P599NdRtOu,Logan Maldonado,Jade,Franco,Mcneil Inc,817.961.6468,8905942879,anita89@fitzpatrick.net,imiddleton@lane.net,http://www.hester.org/,Referral,New Lead,Number economy run into second bag.
6367,YJf96ARcng,Aaron Harrison,Adrian,D.,Reid Inc,943.873.4202,(884)836-9199x82022,rushlaurie@gray.com,alvarezjeff@clay.net,https://russell.biz/,Retargeting Ads,Negotiation,Option rest worker join two or yard.
6368,uxDjgN3QQt,Cheyenne Richard,Jamie,Baird,Buckley-Christian,+1-367-755-4499x830,706.914.3694x9971,ywatkins@wu-holmes.com,elliottmarc@pace.org,http://www.duffy-ortiz.com/,Purchased List,On Hold,Movie action attorney relate position.
6369,6deJIiRCuY,Gwendolyn Avery,Timothy,Shelton,Rangel-Odom,001-813-661-6220x21267,+1-339-664-1220x660,colemyers@bass.net,gabrielakirk@quinn-wise.com,https://www.galloway-pope.com/,Trade Show,On Hold,Resource reality professional message color drug.
6370,xspMMqj820,Stephen Barron,Justin,Hays,Fowler Inc,924.825.1743x740,001-739-357-9098x145,cberger@tapia-osborne.com,frankmanning@hensley-lara.info,https://www.barry.com/,Direct Traffic,Re-engagement,State far animal everyone such drive name.
6371,6JySV3FOrv,Charlene Yu,Theodore,Mercer,Thomas-Valencia,001-607-384-1651x4135,708.603.3106,wbarajas@gibson-huynh.net,malik53@harrell.info,https://velez.org/,Partner Program,Proposal Sent,Choice at particular.
6372,E8xaXzEFr6,Wanda Mueller,Priscilla,Walter,"Gentry, Benjamin and Baker",355-370-1268,5015765622,rogerwashington@richardson.com,becky34@wong-robinson.com,https://blake.com/,Social Media,Closed Won,Talk past next nation today.
6373,lLFe6Hrhpt,Thomas Martin,Vernon,Bradshaw,Sherman-Lyons,001-542-437-5529,690.650.9419x3939,ivan62@alexander-fritz.com,eduardochurch+jmcfarland@petersen.info,https://www.hayes.org/,Cold Email,New Lead,Audience white plant.
6374,VDz4oorNze,Claire Newton,Mikayla,T.,Kelly Group,559-211-2224x445,001-572-666-7767x20553,xdunlap@brady.org,trevor68@colon-austin.com,https://mcguire-henderson.com/,Direct Traffic,Disqualified,Movie how discover yeah purpose away nation.
6375,60X3Pm07vg,Stefanie Wolf,Michael,Strong,Hensley LLC,8809930958,(722)897-4603,evan04@finley.com,cuevaspaige@delacruz.com,https://dickerson.net/,Cold Email,Re-engagement,Common international bring you trade at.
6376,LZNYP4h3DR,Tom Gibbs,Vickie,W.,Bates Ltd,934-905-5236x39731,8078663173,duane09@monroe-dixon.org,ashlee31@ritter.info,https://branch.info/,Cold Email,Contacted,Research nation free film wait lead number.
6377,9StY6LyXWb,Cody Hatfield,Rickey,Barrett,Hutchinson-Santos,(672)551-8031x4701,001-472-881-5764x43001,dharding@vega.org,hurleyyvette@carter-gates.net,http://www.freeman-dalton.info/,Content Marketing,Closed Won,Choice adult same pressure bar white can.
6378,6NabjXm4pX,Sue Ibarra,Marissa,F.,"Mclaughlin, Paul and Montgomery",+1-723-878-1156x937,412-307-0455,adkinslisa@zhang.com,omar63@abbott-weber.net,https://www.pennington.info/,Google Ads,Re-engagement,Memory throughout life seem.
6379,DF8qSP7og6,Alexa Watts,Earl,Vaughan,"Mckee, Carey and Fisher",+1-678-772-3594x28088,828.884.3519,marisablake@moreno.com,uchurch@foster.com,https://www.roman-delgado.net/,Webinars,Negotiation,Write tend major back development describe.
6380,UFl3DXVZ7y,Tommy Avila,Ray,Rich,Ashley-Burgess,001-319-708-5994,(410)799-9881,qdouglas@middleton.org,phillip47@frederick.com,http://www.townsend-wong.biz/,Cold Call,Closed Lost,Total peace skill expert recent quality be.
6381,Fsk1E6wJZE,Oscar Marshall,Robyn,Garcia,"Clarke, Silva and Oconnell",001-293-213-5602,(668)482-8657x9262,clineselena@davenport-blackwell.com,colemanharry@french.com,https://www.parker.biz/,Cold Call,Disqualified,Several center capital station now.
6382,H4Z34ADEQ7,Bryan Vaughn,Carl,Schroeder,Barrera-Ortega,+1-759-410-4627,3213589826,wigginskylie@mcclure-lewis.biz,wmiles@bartlett.com,https://hoffman.com/,Other,Closed Lost,Newspaper election effect approach vote among tonight.
6383,i4yTx54H8k,Stacey Velazquez,Rickey,P.,Mora Group,001-901-355-1445x977,(877)211-7829x1594,darrell08+kgamble@santiago.com,bruce31@clark.com,http://www.browning.info/,Social Media,New Lead,Nearly stock seek never risk management.
6384,FvmdszKdBo,Becky Cox,Raymond,Sellers,"Gonzalez, Wolfe and Cole",+1-814-586-4201x5839,458.330.7092x30551,richard54@hoover.com,traci53@haas-vance.org,http://villegas.com/,Google Ads,New Lead,Heart work history already include marriage base.
6385,i0mXkjpyTK,Erik Blake,Erin,Wong,"Torres, Reese and Mcdowell",(649)941-7411x1674,+1-356-839-1167x85503,yvette31@christensen.com,testrada@peck-maynard.info,http://www.kent-bartlett.biz/,Partner Program,On Hold,Lead with force collection actually.
6386,poXEoY0bTI,Max Thompson,Faith,C.,"Guerra, Rodgers and Nielsen",001-322-517-1961x095,+1-789-846-4833x611,michele45@ramsey-allison.org,shirley51+ostanton@mckee-phelps.biz,http://www.shea.com/,Podcast,Negotiation,Energy teacher sing task there imagine issue.
6387,pFMqeHPTRy,Noah Bryant,William,Beltran,Schroeder Group,001-377-807-1716,640-562-1423,dunnsean@shaw.com,gbryan+hjacobs@hays-mueller.com,https://www.hardy.com/,Cold Call,Negotiation,Situation eye central even quickly seat.
6388,XO23298QeF,Judy Chen,Charles,Foley,"Sawyer, Hutchinson and Jones",001-713-887-0634x54217,832.914.1499,rramsey@franco.com,gmoody@anderson-hale.net,https://carlson.org/,Cold Email,Re-engagement,Research challenge more evidence me term poor.
6389,6mhrzl3NO1,Ernest Landry,Elizabeth,S.,Moreno-Jefferson,272-790-5732,(787)703-8288x197,knappmaxwell@giles.org,jdaniel+angelicajefferson@beard.biz,http://www.ortega-eaton.com/,Purchased List,Contacted,Admit foreign quickly pick.
6390,RPO5TTNPOm,Theresa Nolan,Rita,H.,"Cooke, Espinoza and Hawkins",477-557-4091x8717,385-958-4940,garrettsullivan@spence.com,katiemullen+walshtonya@braun.info,https://gordon.com/,Chatbot,Negotiation,Most chance behind return.
6391,VNWtHCZzNV,Sabrina Mcgee,Ana,Sanchez,Grant LLC,970-593-8887,+1-855-849-0047x4569,xblackwell@strickland.com,harveycaitlin@barrera.biz,http://craig.net/,Google Ads,Contacted,Trouble song audience couple believe speak.
6392,UfSHLpN2mt,Cassandra Lyons,Terry,O.,Noble PLC,288.653.4077x689,001-773-272-9412x846,cody64@norton-estrada.com,watsonjay@proctor.net,https://li.com/,Google Ads,Disqualified,The condition break truth plant hot.
6393,PSvDAQuWYn,Alexis Mcintyre,Latoya,Fitzpatrick,Cowan Group,+1-868-588-4983x8143,804-822-7550,vwalter@bishop.com,haileymays@dominguez.com,http://arias.info/,Social Media,Negotiation,Impact others answer staff easy heavy.
6394,xcDde4xCUO,Sean Stevens,Helen,R.,Lozano-Byrd,7532638531,799-834-8394x36573,kblankenship@owens.net,alvaradofrancisco@small-stephenson.com,http://www.waters.org/,Social Media,Qualified,Positive statement similar special family term more.
6395,X6wRwZDaAY,Darren Ortiz,Jeffery,Hanna,Merritt Ltd,(392)371-1334x516,+1-801-815-0824x67987,mackenzie86@ruiz.com,chase86@foster-carr.net,https://www.stewart.com/,Partner Program,Qualified,Either security friend lawyer art truth own.
6396,7GWIfclfXP,Ruben Wells,Shawn,Chandler,"Henson, Dean and Cole",493.556.5345,879-400-2824,damonobrien+nicolelogan@andrews.org,farmertiffany@pugh.com,https://www.strickland.biz/,Partner Program,Re-engagement,Local skin realize short difference decide.
6397,FIlE7qzdov,Johnathan Shepard,Gilbert,Vargas,Carr LLC,(814)792-3511,001-552-581-3580,mindykoch@zuniga.com,alvinrice@lozano-mcgee.com,https://mora-mccoy.biz/,Podcast,Re-engagement,Clearly save dream bag college.
6398,vtrATAhSO6,Jade Chavez,Ronnie,A.,Stafford-Santana,+1-588-831-4514x4232,001-515-847-3679x5996,kevin88@key.com,geoffreyswanson+carlosmendez@hanson.com,https://www.beasley.com/,Trade Show,Disqualified,Focus front clear cause me stuff.
6399,4OR1nJaGxz,Isaiah Luna,Daryl,Hinton,Khan and Sons,923.888.5821x405,001-891-484-6080x9947,gwendolyn73@powers-glass.com,mccoymartha@caldwell.com,http://turner.org/,Podcast,Disqualified,Campaign piece subject defense.
6400,QNXCWL2BAF,Noah Burgess,Adam,Casey,Sloan Ltd,2163443000,2926157319,talvarado@brewer.com,derrickjefferson@walton.com,https://barker-crosby.org/,Facebook Ads,On Hold,Check director Congress on them television.
6401,QlBFdPXdOL,Teresa Davila,Katie,Alvarez,Huffman Ltd,770.823.6080,378.917.7803x2082,iayers@middleton.com,sophia26@graham-salas.com,https://strickland.com/,Retargeting Ads,Contacted,Reflect only west serious center.
6402,SP9uZjNMMy,Phillip Nelson,Christine,Diaz,Walters-Pruitt,662-722-3833x103,654.239.2884,crios@mosley.net,jasmine26@christian.info,https://russell-mullen.com/,Social Media,Negotiation,Indicate evidence dinner yes despite every.
6403,OcMrFH0kvp,Miranda Sandoval,Malik,M.,Casey LLC,001-606-809-1027x75934,365.230.7440x91717,latashalindsey@valentine-landry.com,csims+andersencassidy@chase.com,https://www.dickson.org/,Webinars,Re-engagement,Turn fall talk option history.
6404,xP5CByIgTw,Destiny Jennings,Renee,Salinas,Stafford-Robertson,215-555-0133,740-950-2771x805,wendy43@mclean.org,zgarcia@odom.info,https://townsend.biz/,Other,Closed Won,Cell course training miss thing challenge half woman.
6405,gsL39lkFsz,Kirk Williams,Caitlin,Stafford,Carter PLC,941-460-6721,+1-810-406-8668x596,oochoa@hamilton-ritter.org,kylie68@shaw-colon.com,https://www.crane-irwin.com/,Google Ads,Proposal Sent,Off collection agree other agreement office board.
6406,RaVosRbfqa,Jared Todd,Clinton,Oneill,Reid-Rowland,530-547-9748,(965)272-7192,yuangelica+wzhang@acevedo-merritt.com,eric45@macias.biz,https://www.silva.org/,LinkedIn Outreach,On Hold,My them these explain.
6407,jPZnTCMiRH,Nichole Moreno,Daisy,Palmer,"Swanson, Dodson and Galloway",001-711-557-3841x7044,(208)949-1470x00819,lcrosby@cox.com,sherigarrison@frazier.info,http://rowe.biz/,Trade Show,Closed Lost,Push lawyer especially your page democratic.
6408,nTXdif7BNQ,Denise Gardner,Joanna,Galvan,"Kline, Christensen and Craig",(894)978-3482,+1-650-758-5014x49724,tshields@mccullough.biz,glenmckenzie@hahn.com,http://www.potter.net/,LinkedIn Outreach,Contacted,Area American new them receive here necessary.
6409,vziVescr86,Jo Vance,Adrian,Braun,Vaughan LLC,001-374-471-5892,418-712-2998,kristopher47+zmelton@hunter.com,steven98@dougherty.biz,https://james.com/,Retargeting Ads,Qualified,Impact crime hair operation great.
6410,P7WNNn6vLE,Charlotte Bates,Sophia,Boyd,Sullivan LLC,(358)578-1873x3021,(715)327-0932,dawsonlogan+bernarderik@howell-haney.com,helen36@kline-beck.net,http://craig.com/,Website Form,Re-engagement,Major store officer visit.
6411,DtJ74QPvLr,Becky Santiago,Anna,Koch,Wright and Sons,001-277-881-1143x22568,001-768-481-8910x868,mitchellpeterson@chang.info,michele10@alvarez-rivers.com,https://payne-cowan.org/,Chatbot,Contacted,Before get apply region doctor.
6412,kwp2xi4qdl,Anthony Reilly,Carl,Ball,Richardson PLC,+1-493-715-1738x23018,813.421.3829x70961,yschmidt@schneider-lee.org,drewodom@dominguez.com,https://www.howell.com/,Referral,Disqualified,I war later his sort.
6413,e4XreIROU4,Marisa Donovan,Dalton,Gibbs,Case-Weber,001-330-676-3692x552,(598)365-1532x86422,obyrd@ashley.org,wendy12@hodges.biz,http://sharp.com/,Networking Event,On Hold,Rest expert religious down big management the.
6414,OGiJGRzObW,Lindsey Martinez,Lacey,L.,Frederick-Escobar,(389)281-9438,469-951-8150,brooke62@maddox.net,alexandra24+paynelogan@hess-logan.com,http://www.daniel-baird.com/,Google Ads,Negotiation,I it right future section.
6415,8gBxIIxy4n,Erika Huff,Earl,Briggs,Bridges-Blevins,001-296-229-6867,+1-227-668-1403x343,uweiss@glenn.com,billy39@hoffman-logan.org,https://www.bates.biz/,Cold Email,Contacted,Good sell cup appear success agency herself.
6416,ws4Qhq5I38,Rhonda Krause,Johnathan,Barron,Conrad Ltd,001-518-998-8592x0427,925.425.8828x86374,frederickbond@murillo-spence.com,rnoble@nielsen.com,https://harmon-munoz.net/,Cold Email,Proposal Sent,Team test until Mr sing break debate.
6417,HZkE58awsz,Charles Wallace,Justin,Avery,"Brown, Valentine and Wheeler",769.568.8955x0931,(621)758-9091,jacquelinecallahan@henson-jensen.com,wallernancy@ball.org,https://hahn-wiggins.net/,Cold Email,Negotiation,Wear drug population glass chair society.
6418,nYD0UWUkYE,Carly Proctor,Victor,Bradley,Turner Ltd,5103162468,9619264167,denise83@johnston.org,rochaaustin@schwartz.com,http://www.gaines.info/,LinkedIn Outreach,Disqualified,Identify check bad.
6419,uVxWKnK56M,Michele Raymond,Robin,H.,"Jensen, Mathis and Monroe",+1-387-447-4182x29979,+1-813-278-4089x904,rcain+martinblake@barrett.com,montesshaun@mack.com,http://www.mendoza.biz/,Purchased List,Qualified,Political coach maintain factor because energy.
